Sarah Kaufman,sherdog.com/fighter/Sarah-Kaufman-16524
Sarah Moras,sherdog.com/fighter/Sarah-Moras-61600
Scott Askham,sherdog.com/fighter/Scott-Askham-40518
Scott Holtzman,sherdog.com/fighter/Scott-Holtzman-78210
Scott Jorgensen,sherdog.com/fighter/Scott-Jorgensen-16852
Sean O'Connell,sherdog.com/fighter/Sean-OConnell-33156
Sean Spencer,sherdog.com/fighter/Sean-Spencer-60908
Sean Strickland,sherdog.com/fighter/Sean-Strickland-30452
Seohee Ham,sherdog.com/fighter/Seo-Hee-Ham-21246
Sergio Moraes,sherdog.com/fighter/Sergio-Moraes-21343
Sergio Pettis,sherdog.com/fighter/Sergio-Pettis-50987
Shamil Abdurahimov,sherdog.com/fighter/Shamil-Abdurakhimov-26808
Shane Campbell,sherdog.com/fighter/Shane-Campbell-34625
Shawn Jordan,sherdog.com/fighter/Shawn-Jordan-45624
Sheldon Westcott,sherdog.com/fighter/Sheldon-Westcott-23648
Shinsho Anzai,sherdog.com/fighter/Shinsho-Anzai-47183
Sirwan Kakai,sherdog.com/fighter/Sirwan-Kakai-21446
Siyar Bahadurzada,sherdog.com/fighter/Siyar-Bahadurzada-5453
Stefan Struve,sherdog.com/fighter/Stefan-Struve-15063
Stephen Thompson,sherdog.com/fighter/Stephen-Thompson-59608
Steve Bosse,sherdog.com/fighter/Steve-Bosse-22732
Steve Kennedy,sherdog.com/fighter/Steve-Kennedy-31092
Steve Montgomery,sherdog.com/fighter/Steve-Montgomery-49092
Steven Ray,sherdog.com/fighter/Steven-Ray-59838
Stipe Miocic,sherdog.com/fighter/Stipe-Miocic-39537
Sultan Aliev,sherdog.com/fighter/Sultan-Aliev-89761
T.J. Dillashaw,sherdog.com/fighter/TJ-Dillashaw-62507
Tae Hyun Bang,sherdog.com/fighter/Tae-Hyun-Bang-23167
Takanori Gomi,sherdog.com/fighter/Takanori-Gomi-425
Takeya Mizugaki,sherdog.com/fighter/Takeya-Mizugaki-12074
Tamdan McCrory,sherdog.com/fighter/Tamdan-McCrory-16470
Tarec Saffiedine,sherdog.com/fighter/Tarec-Saffiedine-21912
Tatsuya Kawajiri,sherdog.com/fighter/Tatsuya-Kawajiri-1326
Taylor Lapilus,sherdog.com/fighter/Taylor-Lapilus-97337
Tecia Torres,sherdog.com/fighter/Tecia-Torres-85096
Teemu Packalen,sherdog.com/fighter/Teemu-Packalen-92415
Teruto Ishihara,sherdog.com/fighter/Teruto-Ishihara-78898
Thales Leites,sherdog.com/fighter/Thales-Leites-8593
Thiago Alves,sherdog.com/fighter/Thiago-Alves-5998
Thiago Santos,sherdog.com/fighter/Thiago-Santos-90021
Thiago Tavares,sherdog.com/fighter/Thiago-Tavares-4647
Thomas Almeida,sherdog.com/fighter/Thomas-Almeida-87865
Tiago Trator,sherdog.com/fighter/Tiago-dos-Santos-e-Silva-78479
Tim Boetsch,sherdog.com/fighter/Tim-Boetsch-19544
Tim Means,sherdog.com/fighter/Tim-Means-11281
Timothy Johnson,sherdog.com/fighter/Timothy-Johnson-72706
Tina Lahdemaki,sherdog.com/fighter/Tina-Lahdemaki-70795
Todd Duffee,sherdog.com/fighter/Todd-Duffee-22903
Tom Breese,sherdog.com/fighter/Tom-Breese-45986
Tom Lawlor,sherdog.com/fighter/Tom-Lawlor-21940
Tony Ferguson,sherdog.com/fighter/Tony-Ferguson-31239
Tony Martin,sherdog.com/fighter/Tony-Martin-80436
Tony Sims,sherdog.com/fighter/Tony-Sims-30021
Travis Browne,sherdog.com/fighter/Travis-Browne-16785
Trevor Smith,sherdog.com/fighter/Trevor-Smith-51113
Tyron Woodley,sherdog.com/fighter/Tyron-Woodley-42605
Uriah Hall,sherdog.com/fighter/Uriah-Hall-14210
Urijah Faber,sherdog.com/fighter/Urijah-Faber-8847
Valerie Letourneau,sherdog.com/fighter/Valerie-Letourneau-21851
Valmir Lazaro,sherdog.com/fighter/Valmir-Lazaro-22216
Vaughan Lee,sherdog.com/fighter/Vaughan-Lee-6946
Vicente Luque,sherdog.com/fighter/Vicente-Luque-66474
Viktor Pesta,sherdog.com/fighter/Viktor-Pesta-74176
Vinc Pichel,sherdog.com/fighter/Vinc-Pichel-57848
Viscardi Andrade,sherdog.com/fighter/Viscardi-Andrade-30298
Vitor Belfort,sherdog.com/fighter/Vitor-Belfort-156
Vitor Miranda,sherdog.com/fighter/Vitor-Miranda-13004
Walt Harris,sherdog.com/fighter/Walt-Harris-72046
Warlley Alves,sherdog.com/fighter/Warlley-Alves-70750
Willie Gates,sherdog.com/fighter/Willie-Gates-40436
Wilson Reis,sherdog.com/fighter/Wilson-Reis-23401
Yair Rodriguez,sherdog.com/fighter/Yair-Rodriguez-106305
Yan Cabral,sherdog.com/fighter/Yan-Cabral-27090
Yancy Medeiros,sherdog.com/fighter/Yancy-Medeiros-27738
Yao Zhikui,sherdog.com/fighter/Zhikui-Yao-122383
Yaotzin Meza,sherdog.com/fighter/Yaotzin-Meza-15937
Yoel Romero,sherdog.com/fighter/Yoel-Romero-60762
Yoshihiro Akiyama,sherdog.com/fighter/Yoshihiro-Akiyama-11895
Yui Chul Nam,sherdog.com/fighter/Yui-Chul-Nam-15987
Yusuke Kasuya,sherdog.com/fighter/Yusuke-Kasuya-63414
Yuta Sasaki,sherdog.com/fighter/Yuta-Sasaki-63070
Yves Jabouin,sherdog.com/fighter/Yves-Jabouin-1693
Zach Makovsky,sherdog.com/fighter/Zach-Makovsky-20522
Zak Cummings,sherdog.com/fighter/Zak-Cummings-31808
Zubaira Tukhugov,sherdog.com/fighter/Zubaira-Tukhugov-63813
